country,country_id,min_year,max_year,long,lat,writer_total_year,writer_total_cumulative,writer_1,writer_1_gender,writer_1_birth,writer_1_popup,writer_1_language_1,writer_1_language_2,writer_1_language_3,writer_1_language_4,writer_1_languages,writer_1_role_1,writer_1_role_2,writer_1_role_3,writer_1_role_4,writer_1_role_5,writer_2,writer_2_gender,writer_2_birth,writer_2_popup,writer_2_language_1,writer_2_language_2,writer_2_language_3,writer_2_language_4,writer_2_languages,writer_2_role_1,writer_2_role_2,writer_2_role_3,writer_2_role_4,writer_2_role_5,writer_3,writer_3_gender,writer_3_birth,writer_3_popup,writer_3_language_1,writer_3_language_2,writer_3_language_3,writer_3_language_4,writer_3_languages,writer_3_role_1,writer_3_role_2,writer_3_role_3,writer_3_role_4,writer_3_role_5,writer_4,writer_4_gender,writer_4_birth,writer_4_popup,writer_4_language_1,writer_4_language_2,writer_4_language_3,writer_4_language_4,writer_4_languages,writer_4_role_1,writer_4_role_2,writer_4_role_3,writer_4_role_4,writer_4_role_5,writer_5,writer_5_gender,writer_5_birth,writer_5_popup,writer_5_language_1,writer_5_language_2,writer_5_language_3,writer_5_language_4,writer_5_languages,writer_5_role_1,writer_5_role_2,writer_5_role_3,writer_5_role_4,writer_5_role_5,popup_year,popup_cumulative,subregion,region_un,monolingual_writer_total_year,multilingual_writer_total_year,monolingual_writer_total_cumulative,multilingual_writer_total_cumulative,writerPop
Afghanistan,1901,1977,2005,66.00473366,33.83523073,1,1,Lutfurahman JONAID ,Male,1948,<a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,English,#N/A,#N/A,#N/A,1,playwright,poet,translator,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Afghanistan&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,<b>Afghanistan&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1246'>Lutfurahman JONAID </a>(1977)<br />,Southern Asia,Asia,1,0,1,0,
Cameroon,1993,2004,2007,12.73964156,5.69109849,1,4,Samson Oke AKOMBI ,Male,1958,<a href = 'http://iwp.uiowa.edu/node/750'>Samson Oke AKOMBI </a>(2004)<br />,English,#N/A,#N/A,#N/A,1,children's author,non-fiction writer,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Cameroon&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/750'>Samson Oke AKOMBI </a>(2004)<br />,<b>Cameroon&nbsp;(4)</b><hr /><a href = 'http://iwp.uiowa.edu/node/791'>Ernest ALIMA </a>(1978)<br /><a href = 'http://iwp.uiowa.edu/node/902'>Bole BUTAKE </a>(1986)<br /><a href = 'http://iwp.uiowa.edu/node/1478'>Victor Elame MUSINGA </a>(1987)<br /><a href = 'http://iwp.uiowa.edu/node/750'>Samson Oke AKOMBI </a>(2004)<br />,Middle Africa,Africa,1,0,4,0,
Cameroon,1993,2008,2020,12.73964156,5.69109849,1,5,John Nkemngong NKENGASONG ,Male,\N,<a href = 'http://iwp.uiowa.edu/node/1518'>John Nkemngong NKENGASONG </a>(2008)<br />,English,#N/A,#N/A,#N/A,1,fiction writer,playwright,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Cameroon&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1518'>John Nkemngong NKENGASONG </a>(2008)<br />,<b>Cameroon&nbsp;(5)</b><hr /><a href = 'http://iwp.uiowa.edu/node/791'>Ernest ALIMA </a>(1978)<br /><a href = 'http://iwp.uiowa.edu/node/902'>Bole BUTAKE </a>(1986)<br /><a href = 'http://iwp.uiowa.edu/node/1478'>Victor Elame MUSINGA </a>(1987)<br /><a href = 'http://iwp.uiowa.edu/node/750'>Samson Oke AKOMBI </a>(2004)<br /><a href = 'http://iwp.uiowa.edu/node/1518'>John Nkemngong NKENGASONG </a>(2008)<br />,Middle Africa,Africa,1,0,5,0,
Canada,2047,1989,2007,-98.30777028,61.36206324,1,1,Moyez VASSANJI ,Male,\N,<a href = 'http://iwp.uiowa.edu/node/2509'>Moyez VASSANJI </a>(1989)<br />,English,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Canada&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2509'>Moyez VASSANJI </a>(1989)<br />,<b>Canada&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2509'>Moyez VASSANJI </a>(1989)<br />,Northern America,The Americas,1,0,1,0,
Canada,2047,2008,2012,-98.30777028,61.36206324,1,2,Madeleine THIEN ,Female,\N,<a href = 'http://iwp.uiowa.edu/node/2297'>Madeleine THIEN </a>(2008)<br />,English,Chinese,#N/A,#N/A,2,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Canada&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2297'>Madeleine THIEN </a>(2008)<br />,<b>Canada&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2509'>Moyez VASSANJI </a>(1989)<br /><a href = 'http://iwp.uiowa.edu/node/2297'>Madeleine THIEN </a>(2008)<br />,Northern America,The Americas,0,1,1,1,
Canada,2047,2013,2014,-98.30777028,61.36206324,1,3,Karim ALRAWI ,Male,\N,<a href = 'http://iwp.uiowa.edu/node/3518'>Karim ALRAWI </a>(2013)<br />,English,Arabic,#N/A,#N/A,2,children's author,playwright,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Canada&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/3518'>Karim ALRAWI </a>(2013)<br />,<b>Canada&nbsp;(3)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2509'>Moyez VASSANJI </a>(1989)<br /><a href = 'http://iwp.uiowa.edu/node/2297'>Madeleine THIEN </a>(2008)<br /><a href = 'http://iwp.uiowa.edu/node/3518'>Karim ALRAWI </a>(2013)<br />,Northern America,The Americas,0,1,1,2,
Canada,2047,2015,2020,-98.30777028,61.36206324,2,5,Rachel ROSE ,Female,1970,<a href = 'http://iwp.uiowa.edu/node/4301'>Rachel ROSE </a>(2015)<br />,English,#N/A,#N/A,#N/A,1,fiction writer,non-fiction writer,poet,#N/A,#N/A,El JONES ,Female,1979,<a href = 'http://iwp.uiowa.edu/node/4291'>El JONES </a>(2015)<br />,English,#N/A,#N/A,#N/A,1,performance artist,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Canada&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/4301'>Rachel ROSE </a>(2015)<br /><a href = 'http://iwp.uiowa.edu/node/4291'>El JONES </a>(2015)<br />,<b>Canada&nbsp;(5)</b><hr /><a href = 'http://iwp.uiowa.edu/node/2509'>Moyez VASSANJI </a>(1989)<br /><a href = 'http://iwp.uiowa.edu/node/2297'>Madeleine THIEN </a>(2008)<br /><a href = 'http://iwp.uiowa.edu/node/3518'>Karim ALRAWI </a>(2013)<br /><a href = 'http://iwp.uiowa.edu/node/4301'>Rachel ROSE </a>(2015)<br /><a href = 'http://iwp.uiowa.edu/node/4291'>El JONES </a>(2015)<br />,Northern America,The Americas,2,0,3,2,
Chile,1855,1968,1968,-71.38256213,-37.73070989,2,2,José DONOSO ,Male,1924,<a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,Juan-agustin PALAZUELOS ,Male,1936,<a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br />,<b>Chile&nbsp;(2)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br />,South America,The Americas,2,0,2,0,
Chile,1855,1969,1969,-71.38256213,-37.73070989,1,3,Carlos CORTINEZ ,Male,1934,<a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br />,<b>Chile&nbsp;(3)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br />,South America,The Americas,1,0,3,0,
Chile,1855,1970,1970,-71.38256213,-37.73070989,1,4,Carlos MORAND ,Male,1936,<a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br />,<b>Chile&nbsp;(4)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br />,South America,The Americas,1,0,4,0,
Chile,1855,1971,1972,-71.38256213,-37.73070989,1,5,Oscar HAHN ,Male,1938,<a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br />,Spanish,#N/A,#N/A,#N/A,1,poet,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br />,<b>Chile&nbsp;(5)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br />,South America,The Americas,1,0,5,0,
Chile,1855,1973,1973,-71.38256213,-37.73070989,1,6,Luis DOMINGUEZ ,Male,1933,<a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br />,Spanish,#N/A,#N/A,#N/A,1,critic,fiction writer,non-fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br />,<b>Chile&nbsp;(6)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br />,South America,The Americas,1,0,6,0,
Chile,1855,1974,1990,-71.38256213,-37.73070989,1,7,Hugo CORREA ,Male,1926,<a href = 'http://iwp.uiowa.edu/node/970'>Hugo CORREA </a>(1974)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/970'>Hugo CORREA </a>(1974)<br />,<b>Chile&nbsp;(7)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/970'>Hugo CORREA </a>(1974)<br />,South America,The Americas,1,0,7,0,
Chile,1855,1991,1993,-71.38256213,-37.73070989,1,8,José DONOSO,Male,1924,<a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br />,<b>Chile&nbsp;(8)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/970'>Hugo CORREA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br />,South America,The Americas,1,0,8,0,
Chile,1855,1994,1994,-71.38256213,-37.73070989,1,9,Alberto FUGUET ,Male,1964,<a href = 'http://iwp.uiowa.edu/node/1089'>Alberto FUGUET </a>(1994)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1089'>Alberto FUGUET </a>(1994)<br />,<b>Chile&nbsp;(9)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/970'>Hugo CORREA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1089'>Alberto FUGUET </a>(1994)<br />,South America,The Americas,1,0,9,0,
Chile,1855,1995,1995,-71.38256213,-37.73070989,1,10,Jaime COLLYER ,Male,1955,<a href = 'http://iwp.uiowa.edu/node/965'>Jaime COLLYER </a>(1995)<br />,English,Spanish,#N/A,#N/A,2,fiction writer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/965'>Jaime COLLYER </a>(1995)<br />,<b>Chile&nbsp;(10)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/970'>Hugo CORREA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1089'>Alberto FUGUET </a>(1994)<br /><a href = 'http://iwp.uiowa.edu/node/965'>Jaime COLLYER </a>(1995)<br />,South America,The Americas,0,1,9,1,
Chile,1855,1996,1996,-71.38256213,-37.73070989,1,11,Roberto AMPUERO ,Male,1953,<a href = 'http://iwp.uiowa.edu/node/759'>Roberto AMPUERO </a>(1996)<br />,Spanish,#N/A,#N/A,#N/A,1,fiction writer,journalist,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,<b>Chile&nbsp;(1)</b><hr /><a href = 'http://iwp.uiowa.edu/node/759'>Roberto AMPUERO </a>(1996)<br />,<b>Chile&nbsp;(11)</b><hr /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1571'>Juan-agustin PALAZUELOS </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/972'>Carlos CORTINEZ </a>(1969)<br /><a href = 'http://iwp.uiowa.edu/node/1460'>Carlos MORAND </a>(1970)<br /><a href = 'http://iwp.uiowa.edu/node/1152'>Oscar HAHN </a>(1971)<br /><a href = 'http://iwp.uiowa.edu/node/1028'>Luis DOMINGUEZ </a>(1973)<br /><a href = 'http://iwp.uiowa.edu/node/970'>Hugo CORREA </a>(1974)<br /><a href = 'http://iwp.uiowa.edu/node/1030'>José DONOSO </a>(1968)<br /><a href = 'http://iwp.uiowa.edu/node/1089'>Alberto FUGUET </a>(1994)<br /><a href = 'http://iwp.uiowa.edu/node/965'>Jaime COLLYER </a>(1995)<br /><a href = 'http://iwp.uiowa.edu/node/759'>Roberto AMPUERO </a>(1996)<br />,South America,The Americas,1,0,10,1,
